Date,Value,Anomaly
198603,54.1,1.3
198604,54.2,1.3
198605,54.1,1.2
198606,54.0,1.1
198607,53.9,1.0
198608,53.9,1.0
198609,54.0,1.1
198610,53.8,0.9
198611,53.6,0.8
198612,53.6,0.7
198701,53.0,0.2
198702,52.7,-0.1
198703,52.2,-0.6
198704,51.9,-1.0
198705,51.7,-1.2
198706,51.7,-1.2
198707,51.8,-1.1
198708,51.6,-1.3
198709,51.6,-1.3
198710,52.0,-0.9
198711,52.1,-0.7
198712,51.9,-1.0
198801,51.8,-1.0
198802,52.0,-0.8
198803,52.1,-0.7
198804,52.2,-0.7
198805,52.3,-0.6
198806,52.4,-0.5
198807,52.4,-0.5
198808,52.4,-0.5
198809,52.4,-0.5
198810,52.4,-0.5
198811,52.6,-0.2
198812,52.6,-0.3
198901,52.9,0.1
198902,52.8,0.0
198903,53.3,0.5
198904,53.7,0.8
198905,54.0,1.1
198906,54.0,1.1
198907,54.2,1.3
198908,54.2,1.3
198909,54.3,1.4
198910,54.1,1.2
198911,54.1,1.3
198912,54.0,1.1
199001,53.9,1.1
199002,53.9,1.1
199003,53.6,0.8
199004,53.3,0.4
199005,53.0,0.1
199006,53.4,0.5
199007,53.3,0.4
199008,53.1,0.2
199009,53.3,0.4
199010,53.3,0.4
199011,53.3,0.5
199012,53.3,0.4
199101,53.2,0.4
199102,53.5,0.7
199103,53.3,0.5
199104,53.2,0.3
199105,53.3,0.4
199106,52.8,-0.1
199107,52.7,-0.2
199108,52.8,-0.1
199109,52.6,-0.3
199110,52.6,-0.3
199111,52.3,-0.5
199112,52.5,-0.4
199201,52.4,-0.4
199202,52.3,-0.5
199203,52.5,-0.3
199204,52.8,-0.1
199205,52.6,-0.3
199206,52.5,-0.4
199207,52.6,-0.3
199208,52.6,-0.3
199209,52.8,-0.1
199210,52.9,0.0
199211,52.7,-0.1
199212,52.6,-0.3
199301,53.0,0.2
199302,52.9,0.1
199303,52.9,0.1
199304,52.7,-0.2
199305,52.8,-0.1
199306,53.0,0.1
199307,53.1,0.2
199308,53.2,0.3
199309,53.0,0.1
199310,52.7,-0.2
199311,52.9,0.1
199312,53.1,0.2
199401,53.0,0.2
199402,52.9,0.1
199403,53.0,0.2
199404,53.0,0.1
199405,53.1,0.2
199406,53.4,0.5
199407,53.5,0.6
199408,53.8,0.9
199409,53.9,1.0
199410,54.0,1.1
199411,54.2,1.4
199412,54.4,1.5
199501,54.5,1.7
